1513866118.390773 server started (5930): version 2.6, socket /private/tmp/tmux-501/default, protocol 8
1513866118.390834 on Darwin 17.3.0 Darwin Kernel Version 17.3.0: Thu Nov  9 18:09:22 PST 2017; root:xnu-4570.31.3~1/RELEASE_X86_64; libevent 2.1.8-stable (select)
1513866118.392480 add peer 0x7ffe09011a00: 9 (0x7ffe09011000)
1513866118.392514 new client 0x7ffe09011000
1513866118.392628 loading /usr/local/etc/tmux.conf
1513866118.392715 loading /Users/shriyeshpujari/.tmux.conf
1513866118.392756 server loop enter
1513866118.397171 cmd_find_current_client: no target, return 0x0
1513866118.397183 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397191 cmd_find_current_client: no target, return 0x0
1513866118.397203 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397211 cmd_find_current_client: no target, return 0x0
1513866118.397223 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397231 cmd_find_current_client: no target, return 0x0
1513866118.397243 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397251 cmd_find_current_client: no target, return 0x0
1513866118.397263 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397271 cmd_find_current_client: no target, return 0x0
1513866118.397283 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397291 cmd_find_current_client: no target, return 0x0
1513866118.397302 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397310 cmd_find_current_client: no target, return 0x0
1513866118.397339 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397347 cmd_find_current_client: no target, return 0x0
1513866118.397359 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397368 cmd_find_current_client: no target, return 0x0
1513866118.397380 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397389 cmd_find_current_client: no target, return 0x0
1513866118.397401 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397409 cmd_find_current_client: no target, return 0x0
1513866118.397421 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397429 cmd_find_current_client: no target, return 0x0
1513866118.397441 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397449 cmd_find_current_client: no target, return 0x0
1513866118.397462 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397471 cmd_find_current_client: no target, return 0x0
1513866118.397483 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397491 cmd_find_current_client: no target, return 0x0
1513866118.397503 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397511 cmd_find_current_client: no target, return 0x0
1513866118.397523 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397531 cmd_find_current_client: no target, return 0x0
1513866118.397545 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397559 cmd_find_current_client: no target, return 0x0
1513866118.397578 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397592 cmd_find_current_client: no target, return 0x0
1513866118.397612 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397627 cmd_find_current_client: no target, return 0x0
1513866118.397655 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397684 cmd_find_current_client: no target, return 0x0
1513866118.397711 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397728 cmd_find_current_client: no target, return 0x0
1513866118.397748 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397757 cmd_find_current_client: no target, return 0x0
1513866118.397773 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397781 cmd_find_current_client: no target, return 0x0
1513866118.397793 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397802 cmd_find_current_client: no target, return 0x0
1513866118.397814 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397822 cmd_find_current_client: no target, return 0x0
1513866118.397834 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397843 cmd_find_current_client: no target, return 0x0
1513866118.397864 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397880 cmd_find_current_client: no target, return 0x0
1513866118.397901 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397917 cmd_find_current_client: no target, return 0x0
1513866118.397938 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397954 cmd_find_current_client: no target, return 0x0
1513866118.397976 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.397991 cmd_find_current_client: no target, return 0x0
1513866118.398012 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398021 cmd_find_current_client: no target, return 0x0
1513866118.398034 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398043 cmd_find_current_client: no target, return 0x0
1513866118.398060 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398069 cmd_find_current_client: no target, return 0x0
1513866118.398081 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398090 cmd_find_current_client: no target, return 0x0
1513866118.398102 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398112 cmd_find_current_client: no target, return 0x0
1513866118.398124 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398132 cmd_find_current_client: no target, return 0x0
1513866118.398143 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398169 cmd_find_current_client: no target, return 0x0
1513866118.398182 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398190 cmd_find_current_client: no target, return 0x0
1513866118.398205 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398215 cmd_find_current_client: no target, return 0x0
1513866118.398227 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398236 cmd_find_current_client: no target, return 0x0
1513866118.398250 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398259 cmd_find_current_client: no target, return 0x0
1513866118.398271 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398280 cmd_find_current_client: no target, return 0x0
1513866118.398291 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398300 cmd_find_current_client: no target, return 0x0
1513866118.398313 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398321 cmd_find_current_client: no target, return 0x0
1513866118.398339 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398348 cmd_find_current_client: no target, return 0x0
1513866118.398359 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398368 cmd_find_current_client: no target, return 0x0
1513866118.398379 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398388 cmd_find_current_client: no target, return 0x0
1513866118.398400 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398409 cmd_find_current_client: no target, return 0x0
1513866118.398420 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398429 cmd_find_current_client: no target, return 0x0
1513866118.398440 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398448 cmd_find_current_client: no target, return 0x0
1513866118.398462 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398470 cmd_find_current_client: no target, return 0x0
1513866118.398482 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398490 cmd_find_current_client: no target, return 0x0
1513866118.398501 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398510 cmd_find_current_client: no target, return 0x0
1513866118.398524 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398535 cmd_find_current_client: no target, return 0x0
1513866118.398547 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398556 cmd_find_current_client: no target, return 0x0
1513866118.398568 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398576 cmd_find_current_client: no target, return 0x0
1513866118.398587 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398595 cmd_find_current_client: no target, return 0x0
1513866118.398607 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398615 cmd_find_current_client: no target, return 0x0
1513866118.398626 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398635 cmd_find_current_client: no target, return 0x0
1513866118.398646 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398654 cmd_find_current_client: no target, return 0x0
1513866118.398666 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398674 cmd_find_current_client: no target, return 0x0
1513866118.398685 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398694 cmd_find_current_client: no target, return 0x0
1513866118.398707 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398716 cmd_find_current_client: no target, return 0x0
1513866118.398727 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398736 cmd_find_current_client: no target, return 0x0
1513866118.398748 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398756 cmd_find_current_client: no target, return 0x0
1513866118.398767 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398775 cmd_find_current_client: no target, return 0x0
1513866118.398787 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398795 cmd_find_current_client: no target, return 0x0
1513866118.398821 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398830 cmd_find_current_client: no target, return 0x0
1513866118.398845 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398854 cmd_find_current_client: no target, return 0x0
1513866118.398866 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398874 cmd_find_current_client: no target, return 0x0
1513866118.398886 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398894 cmd_find_current_client: no target, return 0x0
1513866118.398905 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398913 cmd_find_current_client: no target, return 0x0
1513866118.398925 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398936 cmd_find_current_client: no target, return 0x0
1513866118.398947 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398956 cmd_find_current_client: no target, return 0x0
1513866118.398968 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398976 cmd_find_current_client: no target, return 0x0
1513866118.398988 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.398996 cmd_find_current_client: no target, return 0x0
1513866118.399010 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399018 cmd_find_current_client: no target, return 0x0
1513866118.399031 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399040 cmd_find_current_client: no target, return 0x0
1513866118.399054 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399062 cmd_find_current_client: no target, return 0x0
1513866118.399077 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399085 cmd_find_current_client: no target, return 0x0
1513866118.399099 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399111 cmd_find_current_client: no target, return 0x0
1513866118.399128 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399136 cmd_find_current_client: no target, return 0x0
1513866118.399151 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399162 cmd_find_current_client: no target, return 0x0
1513866118.399174 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399183 cmd_find_current_client: no target, return 0x0
1513866118.399195 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399203 cmd_find_current_client: no target, return 0x0
1513866118.399217 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399226 cmd_find_current_client: no target, return 0x0
1513866118.399238 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399247 cmd_find_current_client: no target, return 0x0
1513866118.399259 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399267 cmd_find_current_client: no target, return 0x0
1513866118.399279 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399287 cmd_find_current_client: no target, return 0x0
1513866118.399299 cmdq_next <global>: command[bind-key] (0), flags 0
1513866118.399307 cmd_find_current_client: no target, return 0x0
1513866118.399319 cmdq_next <global>: callback[cfg_done] (1), flags 0
1513866118.399340 cmdq_next <global>: exit (empty)
1513866118.399358 cmdq_next <0x7ffe09011000>: enter
1513866118.399367 cmdq_next <0x7ffe09011000>: callback[cfg_client_done] (1), flags 0
1513866118.399375 unref client 0x7ffe09011000 (4 references)
1513866118.399384 cmdq_next <0x7ffe09011000>: command[new-session] (0), flags 0
1513866118.399392 cmd_find_target: target none, type session
1513866118.399400 cmd_find_target: item 0x7ffe07e2f740, flags 0x42
1513866118.399411 cmd_find_target: error
1513866118.399433 new term: xterm-256color
1513866118.399862 xterm-256color override: XT=
1513866118.399879 xterm-256color override: Ms=\033]52;%p1%s;%p2%s\a
1513866118.399889 xterm-256color override: Cs=\033]12;%p1%s\a
1513866118.399898 xterm-256color override: Cr=\033]112\a
1513866118.399907 xterm-256color override: Ss=\033[%p1%d q
1513866118.399916 xterm-256color override: Se=\033[2 q
1513866118.399938 xterm-256color   0: AX: (flag) true
1513866118.399965 xterm-256color   1: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1513866118.399974 xterm-256color   2: bce: (flag) true
1513866118.399982 xterm-256color   3: bel: (string) \\007
1513866118.399990 xterm-256color   4: blink: (string) \\033[5m
1513866118.399998 xterm-256color   5: bold: (string) \\033[1m
1513866118.400006 xterm-256color   6: civis: (string) \\033[?25l
1513866118.400014 xterm-256color   7: clear: (string) \\033[H\\033[2J
1513866118.400022 xterm-256color   8: cnorm: (string) \\033[?12l\\033[?25h
1513866118.400031 xterm-256color   9: colors: (number) 256
1513866118.400039 xterm-256color  10: Cr: (string) \\033]112\\007
1513866118.400047 xterm-256color  11: Cs: (string) \\033]12;%p1%s\\007
1513866118.400055 xterm-256color  12: csr: (string) \\033[%i%p1%d;%p2%dr
1513866118.400063 xterm-256color  13: cub: (string) \\033[%p1%dD
1513866118.400071 xterm-256color  14: cub1: (string) \\010
1513866118.400079 xterm-256color  15: cud: (string) \\033[%p1%dB
1513866118.400087 xterm-256color  16: cud1: (string) \\012
1513866118.400095 xterm-256color  17: cuf: (string) \\033[%p1%dC
1513866118.400103 xterm-256color  18: cuf1: (string) \\033[C
1513866118.400111 xterm-256color  19: cup: (string) \\033[%i%p1%d;%p2%dH
1513866118.400119 xterm-256color  20: cuu: (string) \\033[%p1%dA
1513866118.400127 xterm-256color  21: cuu1: (string) \\033[A
1513866118.400135 xterm-256color  22: cvvis: (string) \\033[?12;25h
1513866118.400145 xterm-256color  23: dch: (string) \\033[%p1%dP
1513866118.400152 xterm-256color  24: dch1: (string) \\033[P
1513866118.400162 xterm-256color  25: dim: [missing]
1513866118.400170 xterm-256color  26: dl: (string) \\033[%p1%dM
1513866118.400177 xterm-256color  27: dl1: (string) \\033[M
1513866118.400185 xterm-256color  28: E3: [missing]
1513866118.400193 xterm-256color  29: ech: (string) \\033[%p1%dX
1513866118.400201 xterm-256color  30: ed: (string) \\033[J
1513866118.400209 xterm-256color  31: el: (string) \\033[K
1513866118.400217 xterm-256color  32: el1: (string) \\033[1K
1513866118.400225 xterm-256color  33: enacs: [missing]
1513866118.400233 xterm-256color  34: fsl: (string) \\007
1513866118.400240 xterm-256color  35: home: (string) \\033[H
1513866118.400248 xterm-256color  36: hpa: (string) \\033[%i%p1%dG
1513866118.400256 xterm-256color  37: ich: (string) \\033[%p1%d@
1513866118.400264 xterm-256color  38: ich1: [missing]
1513866118.400272 xterm-256color  39: il: (string) \\033[%p1%dL
1513866118.400281 xterm-256color  40: il1: (string) \\033[L
1513866118.400291 xterm-256color  41: indn: (string) \\033[%p1%dS
1513866118.400301 xterm-256color  42: invis: (string) \\033[8m
1513866118.400308 xterm-256color  43: kcbt: (string) \\033[Z
1513866118.400316 xterm-256color  44: kcub1: (string) \\033OD
1513866118.400324 xterm-256color  45: kcud1: (string) \\033OB
1513866118.400332 xterm-256color  46: kcuf1: (string) \\033OC
1513866118.400340 xterm-256color  47: kcuu1: (string) \\033OA
1513866118.400350 xterm-256color  48: kDC: (string) \\033[3;2~
1513866118.400358 xterm-256color  49: kDC3: (string) \\033[3;3~
1513866118.400365 xterm-256color  50: kDC4: (string) \\033[3;4~
1513866118.400373 xterm-256color  51: kDC5: (string) \\033[3;5~
1513866118.400381 xterm-256color  52: kDC6: (string) \\033[3;6~
1513866118.400389 xterm-256color  53: kDC7: (string) \\033[3;7~
1513866118.400397 xterm-256color  54: kdch1: (string) \\033[3~
1513866118.400405 xterm-256color  55: kDN: (string) \\033[1;2B
1513866118.400413 xterm-256color  56: kDN3: (string) \\033[1;3B
1513866118.400421 xterm-256color  57: kDN4: (string) \\033[1;4B
1513866118.400428 xterm-256color  58: kDN5: (string) \\033[1;5B
1513866118.400436 xterm-256color  59: kDN6: (string) \\033[1;6B
1513866118.400444 xterm-256color  60: kDN7: (string) \\033[1;7B
1513866118.400452 xterm-256color  61: kend: (string) \\033OF
1513866118.400460 xterm-256color  62: kEND: (string) \\033[1;2F
1513866118.400470 xterm-256color  63: kEND3: (string) \\033[1;3F
1513866118.400483 xterm-256color  64: kEND4: (string) \\033[1;4F
1513866118.400520 xterm-256color  65: kEND5: (string) \\033[1;5F
1513866118.400548 xterm-256color  66: kEND6: (string) \\033[1;6F
1513866118.400581 xterm-256color  67: kEND7: (string) \\033[1;7F
1513866118.400596 xterm-256color  68: kf1: (string) \\033OP
1513866118.400605 xterm-256color  69: kf10: (string) \\033[21~
1513866118.400613 xterm-256color  70: kf11: (string) \\033[23~
1513866118.400620 xterm-256color  71: kf12: (string) \\033[24~
